id,id_old,x_geo [pixels],y_geo [pixels],z_geo [pixels],x [pixels],y [pixels],z [pixels],x_min [pixels],x_max [pixels],y_min [pixels],y_max [pixels],z_min [pixels],z_max [pixels],n_pix,n_chan [channels],n_los [pixels],ell3s_maj [pixels],ell3s_min [pixels],ell3s_pa [deg],ell_maj [pixels],ell_min [pixels],ell_pa [deg],f_int [K],f_peak [K],f_wm50 [K],kin_pa [deg],rms [K],snr_int,w20 [channels],w50 [channels],wm50 [channels],ra [deg],dec [deg],vopt [m/s],y/n/m,notes,"AGCnr, Name",ALFALFA notes,cube notes
441035.051,93,85.788,138.772,711.169,85.708,138.767,710.794,81,93,134,144,689,735,2347,46,77,6.7389,3.4895,-62.4905,6.2646,3.0993,-62.6342,645.6114,1.0189,8.6919,311.1767,0.2063,64.6033,37.3051,30.0958,38.2252,46.829604,8.4044742,-230190.29,y,,x,,
441035.052,94,447.768,82.281,707.9,447.865,82.362,708.383,445,453,78,87,690,728,880,38,45,4.5973,2.8306,-38.1407,3.8315,2.5821,-41.4671,266.6307,1.2287,11.1064,270.0834,0.2495,36.0296,25.5718,16.6126,24.984,40.793645,7.4643757,-231964.47,m,,,,
441035.063,108,226.064,100.63,868.794,225.992,100.673,868.828,222,233,97,105,854,884,1065,30,57,5.3718,3.2145,83.1094,4.8427,2.9712,81.729,304.2886,0.8165,21.7879,54.1087,0.2121,43.9577,23.8547,15.2713,15.3188,44.491537,7.7695731,-113857.34,n,,,,
441035.065,110,269.699,129.876,866.811,269.671,129.767,866.838,265,275,124,137,854,881,1617,27,90,5.7579,4.6603,-1.4884,5.3645,4.3477,-3.0408,449.5343,0.9542,18.3748,345.3767,0.2085,53.6145,21.7096,15.978,18.0909,43.76355,8.2544605,-115322.38,n,,,,
441835.007,19,146.073,499.717,603.902,145.954,499.654,603.672,138,152,494,506,585,625,2379,40,103,6.7306,4.8344,-48.6567,6.1006,4.2477,-41.2705,434.131,0.7758,18.0757,303.1929,0.1767,50.3631,30.8242,16.1788,27.6776,45.825506,22.419283,-309045.32,n,,,,
441835.008,20,501.453,218.548,650.826,501.231,218.682,650.965,495,508,214,225,626,678,3180,52,96,6.1826,4.7148,81.4945,5.6397,4.0813,81.6888,706.2626,1.0749,0,274.0571,0.1872,66.906,39.7546,25.0656,0,39.904203,17.73641,-274231.62,m,,,,
441835.009,21,201.352,496.79,589.394,201.451,496.873,590.19,195,211,489,504,566,613,4072,47,142,6.7673,6.4349,58.8273,6.0865,5.6242,88.5507,804.9405,0.8324,0,132.8936,0.1757,71.7839,35.7049,22.3838,0,44.900547,22.372934,-318969.28,n,,,,
441835.021,38,303.474,3.175,789.534,303.536,3.142,790.941,301,307,0,9,774,809,498,35,38,4.6099,2.3509,1.3301,3.5827,2.0447,-1.9836,260.7923,1.787,7.6326,181.5743,0.2565,45.5648,32.4347,28.4411,32.4308,43.199127,14.14406,-171192.11,n,edge,,,
441835.035,59,471.881,127.001,963.773,471.819,127.115,963.032,468,475,123,133,945,987,967,42,50,5.0055,3.3264,11.6295,4.3058,2.8417,10.8435,197.4928,1.116,8.451,140.6594,0.1814,35.0057,32.86,15.1216,32.3299,40.394409,16.210285,-44511.568,n,,,,
441835.037,61,19.579,484.667,927.644,19.524,484.576,927.295,17,23,481,490,913,942,717,29,39,4.2229,2.6462,-28.1891,3.9563,2.423,-29.4073,136.6335,0.7532,6.9352,301.3424,0.1864,27.3781,23.5366,15.9342,17.3116,47.932667,22.167984,-70818.426,n,,,,
441835.045,76,35.76,474.33,944.311,35.751,474.349,944.056,31,40,470,480,930,963,1087,33,57,4.6611,3.0565,27.1542,4.6728,2.9193,21.8357,224.2519,0.8758,3.712,348.9265,0.192,35.4206,29.2422,16.9827,30.4556,47.662218,21.997525,-58480.569,m,,,,
442635.001,1,201.402,17.597,588.312,201.499,17.597,589.134,195,211,11,25,565,613,4178,48,144,7.3261,6.3024,78.7692,6.4909,5.3754,84.1917,914.0918,0.8957,22.7427,137.5245,0.1823,77.5711,34.6343,22.6767,34.1688,44.899743,22.38499,-319747.02,n,same as 441835.009,,,
442635.003,3,146.05,19.998,603.73,145.971,19.958,603.489,138,152,14,26,584,625,2535,41,107,6.7865,4.8546,-54.0567,6.0804,4.357,-44.6635,514.2141,0.8301,15.0915,293.8977,0.1832,55.7547,31.1526,22.2661,30.8422,45.825207,22.424342,-309179.75,n,same as 441835.007,,,
442635.004,4,260.564,68.711,657.605,260.466,68.739,657.729,254,269,62,76,633,680,5078,47,167,7.7449,6.6257,-87.43,6.9245,6.2439,87.9592,1052.2698,1.0022,21.8165,159.7072,0.1851,79.7971,37.3271,25.6112,36.8567,43.916969,23.237365,-269252.53,m,,,,
442635.005,5,272.338,54.413,659.077,272.39,54.471,659.108,266,280,52,58,647,674,1123,27,64,7.3752,2.6831,-88.3663,7.2858,2.4681,-87.0898,217.4992,0.8671,21.787,283.6008,0.1914,33.9179,20.2614,17.5351,11.532,43.718223,22.999563,-268237.55,n,,,,
442635.007,7,222.616,53.264,667.937,222.504,53.313,667.718,217,229,50,58,651,686,1668,35,74,5.7718,3.8715,81.0816,4.9763,3.7539,80.8193,365.0142,0.932,14.6543,270.9104,0.186,48.0467,26.8764,19.2743,23.9972,44.549667,22.980254,-261899.36,n,,,,
442635.017,20,19.529,3.981,921.742,19.461,3.866,922.131,17,23,1,8,906,937,735,31,37,4.0155,2.7581,-36.3554,3.4858,2.5025,-38.643,170.8308,0.8034,3.986,5.8911,0.1866,33.7643,26.661,20.14,26.9844,47.933724,22.15615,-74620.126,n,,,,
442635.178,348,134.231,403.023,1074.318,134.361,403.177,1073.74,130,140,400,407,1061,1091,863,30,51,5.3219,2.7221,-61.0048,5.1022,2.5822,-66.8238,190.5662,0.869,1.4587,294.065,0.2047,31.6857,22.4932,15.4321,26.1684,46.018715,28.811342,36983.034,n,,,,
442635.201,384,399.398,320.489,1083.544,399.402,320.15,1083.198,397,402,315,326,1070,1097,513,27,43,6.0108,2.1688,-4.6746,5.3874,2.0077,-3.0056,157.1891,0.9643,8.5422,351.6428,0.2256,30.7655,21.1618,16.1772,17.729,41.601356,27.42755,43944.8,n,,,,
443435.005,7,74.879,375.477,795.312,74.978,375.333,795.481,70,79,369,381,779,812,1266,33,69,5.767,3.7153,21.6042,5.2857,3.4594,20.6885,325.0515,0.8722,19.4813,26.3658,0.2201,41.5019,23.9808,17.3576,17.8679,47.008426,36.347294,-167850.27,n,,,,
443435.006,8,214.586,238.667,814.701,214.562,238.718,814.105,209,220,234,244,790,842,2005,52,78,5.6918,4.4408,75.8001,5.2789,3.8173,80.338,463.3233,1.0627,0,299.7673,0.2074,49.9006,37.1356,22.2058,0,44.682027,34.070368,-154140.21,n,,,,
443435.011,13,296.746,184.38,854.174,296.71,184.465,853.887,290,303,178,192,834,878,3022,44,125,6.6681,5.9832,-21.1217,6.2801,5.2013,-34.612,769.5704,1.0214,50.6014,143.6178,0.2055,68.1134,31.2077,21.8253,20.7118,43.312886,33.166154,-124856.25,m,,,,
443435.014,16,271.181,412.887,831.954,271.104,412.767,831.491,266,276,408,420,815,851,1758,36,77,5.5845,4.1211,-12.1222,5.2235,3.7307,-11.1044,414.7332,1.0911,0,269.1357,0.2279,43.3947,29.749,24.0807,0,43.739663,36.971198,-141342.56,m,,,,
443435.018,20,327.56,135.377,866.851,327.595,135.406,867.258,325,333,133,138,852,879,175,27,20,4.5495,1.5024,-59.3119,4.5051,1.6147,-60.333,42.3782,0.7269,0.9403,131.8876,0.1845,17.3678,20.4271,14.7144,24.7389,42.798147,32.348495,-115013.66,n,,,,
443435.172,272,337.086,4.404,1066.577,336.946,4.382,1065.912,332,343,1,10,1053,1084,1204,31,67,5.9021,3.2815,-59.0418,5.3137,3.075,-54.4803,345.1205,0.9926,18.0198,123.7416,0.2126,46.7881,23.2712,16.8346,20.6267,42.642292,30.164756,31220.718,n,edge,,,
520235.013,31,3.216,370.57,527.435,2.669,371.154,527.511,0,9,365,378,506,552,2616,46,92,6.6704,4.7029,14.8733,6.683,4.1074,18.281,1478.9992,2.4194,54.1522,358.3371,0.2916,99.1712,35.6257,28.3186,29.1447,56.213864,4.2775689,-365109.06,n,edge,,,
